Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee
2013-03-22,21:00 (16:00),WCQ,First round,Fri,Home,W,3,1,ge Georgia,,,,"71,147",Hugo Lloris,,Ivan Bebek
2013-03-26,21:00 (16:00),WCQ,First round,Tue,Home,L,0,1,es Spain,,,,"78,329",Hugo Lloris,,Viktor Kassai
2013-09-06,22:15 (14:15),WCQ,First round,Fri,Away,D,0,0,ge Georgia,,,,"26,360",Hugo Lloris,,Fırat Aydınus
2013-09-10,22:00 (15:00),WCQ,First round,Tue,Away,W,4,2,by Belarus,,,,"12,203",Hugo Lloris,,Daniele Orsato
2013-10-15,21:00 (15:00),WCQ,First round,Tue,Home,W,3,0,fi Finland,,,,"70,156",Hugo Lloris,,Michael Koukoulakis
2013-11-15,21:45 (14:45),WCQ,Second round,Fri,Away,L,0,2,ua Ukraine,,,,"67,732",Hugo Lloris,,Cüneyt Çakιr
2013-11-19,21:00 (15:00),WCQ,Second round,Tue,Home,W,3,0,ua Ukraine,,,,"77,098",Hugo Lloris,,Damir Skomina
2014-03-05,21:00 (15:00),Friendlies (M),Friendlies (M),Wed,Home,W,2,0,nl Netherlands,,,,"78,292",Hugo Lloris,4-1-4-1,Martin Atkinson
2014-05-27,21:00 (15:00),Friendlies (M),Friendlies (M),Tue,Home,W,4,0,no Norway,,,,"70,000",Mamadou Sakho,4-1-4-1,Padraigh Sutton
2014-06-01,21:00 (15:00),Friendlies (M),Friendlies (M),Sun,Home,D,1,1,py Paraguay,,,,"35,200",Hugo Lloris,4-1-4-1,Carlos Clos Gómez
2014-06-08,21:00 (15:00),Friendlies (M),Friendlies (M),Sun,Neutral,W,8,0,jm Jamaica,,,,"49,600",Hugo Lloris,4-1-4-1,Felix Zwayer
2014-06-15,16:00 (15:00),FIFA World Cup,Group stage,Sun,Neutral,W,3,0,hn Honduras,,,63,"43,012",,4-3-3,Sandro Ricci
2014-06-20,16:00 (15:00),FIFA World Cup,Group stage,Fri,Neutral,W,5,2,ch Switzerland,,,43,"51,003",,4-3-3,Björn Kuipers
2014-06-25,17:00 (16:00),FIFA World Cup,Group stage,Wed,Neutral,D,0,0,ec Ecuador,,,60,"73,749",,4-3-3,Noumandiez Doué
2014-06-30,13:00 (12:00),FIFA World Cup,Round of 16,Mon,Neutral,W,2,0,ng Nigeria,,,49,"67,882",,4-3-3,Mark Geiger
2014-07-04,13:00 (12:00),FIFA World Cup,Quarter-finals,Fri,Neutral,L,0,1,de Germany,,,50,"74,240",,4-3-3,Néstor Pitana
2014-09-04,21:00 (15:00),Friendlies (M),Friendlies (M),Thu,Home,W,1,0,es Spain,,,,"80,000",Hugo Lloris,4-2-3-1,Alain Bieri
2014-09-07,20:45 (14:45),Friendlies (M),Friendlies (M),Sun,Away,D,1,1,rs Serbia,,,,"12,500",Hugo Lloris,4-1-4-1,Wolfgang Stark
2014-10-11,20:45 (14:45),Friendlies (M),Friendlies (M),Sat,Home,W,2,1,pt Portugal,,,,"79,000",Blaise Matuidi,4-1-4-1,Szymon Marciniak
2014-10-14,20:00 (12:00),Friendlies (M),Friendlies (M),Tue,Away,W,3,0,am Armenia,,,,"6,000",Blaise Matuidi,4-2-3-1,István Kovács
2014-11-14,20:45 (14:45),Friendlies (M),Friendlies (M),Fri,Home,D,1,1,al Albania,,,,"26,527",Hugo Lloris,4-3-1-2,Miroslav Zelinka
2014-11-18,21:00 (15:00),Friendlies (M),Friendlies (M),Tue,Home,W,1,0,se Sweden,,,,"55,000",Raphaël Varane,4-2-3-1,Jesús Gil
2008-09-06,20:45 (14:45),WCQ,First round,Sat,Away,L,1,3,at Austria,,,,"48,000",Thierry Henry,,Claus Bo Larsen
2008-09-10,21:00 (15:00),WCQ,First round,Wed,Home,W,2,1,rs Serbia,,,,"53,027",Thierry Henry,,Olegário Benquerença
2008-10-11,21:40 (14:40),WCQ,First round,Sat,Away,D,2,2,ro Romania,,,,"12,800",Thierry Henry,,Frank De Bleeckere
2009-03-28,21:45 (15:45),WCQ,First round,Sat,Away,W,1,0,lt Lithuania,,,,"8,700",Thierry Henry,,Eric Braamhaar
2009-04-01,21:00 (15:00),WCQ,First round,Wed,Home,W,1,0,lt Lithuania,,,,"79,543",Thierry Henry,,Howard Webb
2009-08-12,17:00 (12:00),WCQ,First round,Wed,Away,W,1,0,fo Faroe Islands,,,,"2,974",William Gallas,,Michael Koukoulakis
2009-09-05,21:00 (15:00),WCQ,First round,Sat,Home,D,1,1,ro Romania,,,,"78,209",Thierry Henry,,Ivan Bebek
2009-09-09,21:00 (15:00),WCQ,First round,Wed,Away,D,1,1,rs Serbia,,,,"49,256",Thierry Henry,,Roberto Rosetti
2009-10-10,21:00 (15:00),WCQ,First round,Sat,Home,W,5,0,fo Faroe Islands,,,,"16,755",Thierry Henry,,Robert Małek
2009-10-14,21:00 (15:00),WCQ,First round,Wed,Home,W,3,1,at Austria,,,,"78,099",Thierry Henry,,Pedro Proença
2009-11-14,20:00 (15:00),WCQ,Second round,Sat,Away,W,1,0,ie Rep. of Ireland,,,,"74,103",Thierry Henry,,Felix Brych
2009-11-18,21:00 (15:00),WCQ,Second round,Wed,Home,D,1,1,ie Rep. of Ireland,,,,"79,145",Thierry Henry,,Martin Hansson
2010-06-11,20:30 (14:30),FIFA World Cup,Group stage,Fri,Neutral,D,0,0,uy Uruguay,,,,"64,100",,4-2-3-1,
2010-06-17,20:30 (14:30),FIFA World Cup,Group stage,Thu,Neutral,L,0,2,mx Mexico,,,,"35,370",,4-2-3-1,
2010-06-22,16:00 (10:00),FIFA World Cup,Group stage,Tue,Neutral,L,1,2,za South Africa,,,,"39,415",,4-2-3-1,
2010-09-03,21:00 (15:00),Euro Qualifying,Group stage,Fri,Home,L,0,1,by Belarus,,,,"76,395",Florent Malouda,,William Collum
2010-09-07,21:00 (15:00),Euro Qualifying,Group stage,Tue,Away,W,2,0,ba Bosnia & Herz'na,,,,"28,000",Alou Diarra,,Felix Brych
2010-10-09,21:00 (15:00),Euro Qualifying,Group stage,Sat,Home,W,2,0,ro Romania,,,,"79,299",Alou Diarra,,Pedro Proença
2010-10-12,21:00 (15:00),Euro Qualifying,Group stage,Tue,Home,W,2,0,lu Luxembourg,,,,"24,710",Alou Diarra,,Matej Jug
